Project_ID,Project_Type,Building_Area_m2,Green_Certification_Level,Policy_Interventions,Lifecycle_Phase,Embodied_Emissions_tCO2e,Operational_Emissions_tCO2e,Supply_Chain_Emission_Share_%,ReadyMix_Concrete_Emission_tCO2e,Electric_Power_Emission_tCO2e,Lighting_Fixture_Emission_tCO2e,Material_Reuse_%,Renewable_Energy_%,Waste_Minimization_%,Urban_Sustainability_Score,Total_Lifecycle_Emissions_tCO2e,Emission_Reduction_%,Emission_Reduction_Class
P0596,Low-rise,14614,Silver,2,Operation,1480.02,2153.96,43.3,166.9,1426.12,256.07,44.7,58.2,8.8,73.9,3633.98,26.4,Medium
P0597,High-rise,4858,Basic,2,Material Production,293.54,2571.66,65.8,360.02,1435.82,22.97,43.3,34.3,34.5,41.9,2865.2,18.5,Medium
P0598,Low-rise,12043,None,3,Material Production,1747.55,1420.09,49.7,664.7,1486.65,261.26,21.9,17.2,35.8,23.7,3167.64,14.0,Low
P0599,High-rise,19233,Platinum,0,Material Production,1024.86,2373.22,63.9,609.57,1230.72,146.35,19.1,35.5,10.2,87.7,3398.08,39.3,High
P0600,Low-rise,6199,Basic,4,Material Production,672.35,409.37,53.8,650.93,363.46,21.13,46.6,9.9,16.8,56.2,1081.72,20.3,Medium
P0601,Low-rise,18125,Gold,3,Material Production,635.18,631.86,79.7,594.33,396.77,132.46,35.8,48.4,33.4,41.1,1267.04,40.7,High
P0602,High-rise,1625,Gold,2,Operation,1069.43,848.29,66.4,345.73,576.32,72.3,46.4,23.5,30.8,73.7,1917.72,39.3,High
P0603,Low-rise,11293,Silver,2,Material Production,1796.3,1385.27,77.6,320.06,545.39,194.83,39.8,18.2,32.6,86.4,3181.57,25.0,Medium
P0604,High-rise,7264,Basic,1,Operation,881.03,2583.51,71.7,223.35,1439.14,210.22,30.5,67.0,20.7,20.0,3464.54,12.4,Low
P0605,Low-rise,12823,Basic,3,Material Production,1549.51,1234.92,75.1,864.16,1204.7,156.51,5.8,54.4,36.5,71.6,2784.43,20.6,Medium
P0606,Low-rise,13531,Silver,2,Construction,374.27,2067.48,70.7,654.83,1113.61,31.35,14.6,55.1,13.0,77.5,2441.75,29.8,Medium
P0607,Mid-rise,14552,Platinum,1,Construction,1056.9,2215.15,53.0,267.86,360.35,203.72,48.4,43.7,6.3,35.7,3272.05,45.2,High
P0608,Mid-rise,13140,Platinum,2,Material Production,1985.04,1882.69,42.6,259.49,1373.34,255.77,16.0,58.7,28.3,56.7,3867.73,45.2,High
P0609,High-rise,8343,None,4,End-of-life,1586.79,1264.55,48.5,885.73,1259.02,221.69,4.7,53.1,21.6,26.7,2851.34,18.4,Medium
P0610,Mid-rise,14710,None,2,Construction,578.95,1858.04,31.0,768.46,329.1,252.39,35.4,41.9,34.2,76.0,2436.99,10.5,Low
P0611,High-rise,16956,Platinum,4,Operation,1102.59,1224.12,56.2,693.46,1319.64,76.14,36.7,67.3,3.2,83.6,2326.71,54.0,High
P0612,Mid-rise,10606,Gold,1,Material Production,620.52,526.46,55.3,466.18,481.15,268.89,14.3,13.4,33.7,28.1,1146.98,36.3,High
P0613,Low-rise,5689,Platinum,0,Operation,937.21,2980.57,56.3,335.78,213.22,110.21,14.9,66.0,11.7,81.2,3917.78,39.6,High
P0614,High-rise,2972,Basic,1,End-of-life,1604.15,643.39,78.7,981.51,1019.55,23.75,23.4,28.1,26.2,77.9,2247.54,14.8,Low
P0615,High-rise,17591,Silver,2,Material Production,1588.2,495.34,75.6,817.52,1015.33,256.15,1.1,37.0,1.6,46.0,2083.54,28.7,Medium
P0616,Low-rise,18688,Gold,1,Construction,610.58,2672.03,38.1,371.6,232.9,283.71,39.5,8.6,24.4,71.8,3282.61,32.8,Medium
P0617,High-rise,7204,Gold,0,Operation,1860.0,1114.95,48.4,862.81,546.39,203.56,15.9,37.8,28.7,20.0,2974.95,32.2,Medium
P0618,High-rise,4213,Silver,4,Construction,1266.62,2055.8,51.2,783.04,1489.94,84.8,42.7,42.8,14.8,89.9,3322.42,34.8,Medium
P0619,Mid-rise,5551,None,4,Construction,883.86,1188.32,48.0,367.37,1049.8,90.49,40.1,69.8,8.6,61.3,2072.18,15.6,Medium
P0620,High-rise,11256,Silver,3,Material Production,1103.48,1356.93,69.9,483.9,1122.11,150.65,33.1,68.3,21.5,66.5,2460.41,27.5,Medium
P0621,Low-rise,2975,Basic,0,Operation,1289.13,1007.71,56.2,267.36,398.08,271.39,16.2,67.6,33.3,69.8,2296.84,12.0,Low
P0622,Mid-rise,4110,Silver,0,End-of-life,1207.8,1226.22,58.6,199.95,210.29,61.89,25.8,24.4,12.9,62.1,2434.02,19.0,Medium
P0623,Mid-rise,4755,Platinum,0,Construction,1075.53,1408.89,72.7,750.49,487.66,251.27,22.2,69.4,10.1,84.3,2484.42,42.5,High
P0624,Low-rise,14984,Basic,3,Material Production,1108.88,2245.12,70.3,340.76,448.46,101.56,16.9,31.9,11.2,65.7,3354.0,18.6,Medium
P0625,Low-rise,2235,Gold,4,Material Production,517.54,1681.15,36.6,838.05,428.36,246.4,42.4,59.6,38.0,88.1,2198.69,39.9,High
P0626,Mid-rise,8758,None,2,End-of-life,1662.92,2847.63,65.7,996.05,369.86,277.68,24.2,15.1,14.4,63.7,4510.55,13.5,Low
P0627,High-rise,8479,Gold,0,Material Production,1175.17,413.08,51.8,168.96,904.66,139.7,41.6,35.4,0.1,32.8,1588.25,27.3,Medium
P0628,Mid-rise,2928,Platinum,2,Construction,435.94,1658.28,44.7,525.73,559.34,122.21,5.3,67.6,31.3,88.5,2094.22,49.1,High
P0629,Low-rise,12845,None,1,Material Production,1579.08,1877.41,32.5,821.86,1248.48,244.62,7.1,66.3,28.0,71.1,3456.49,12.8,Low
P0630,Mid-rise,7926,None,1,Operation,1878.4,2784.53,54.4,810.06,357.53,168.26,48.9,47.9,5.1,72.4,4662.93,7.1,Low
P0631,Low-rise,9033,Silver,3,Operation,1905.15,432.73,47.8,784.0,750.48,211.65,29.4,55.8,39.4,93.9,2337.88,30.1,Medium
P0632,Mid-rise,5749,None,3,Construction,864.23,1848.45,42.6,414.1,119.12,194.39,25.5,12.3,24.3,25.6,2712.68,14.1,Low
P0633,High-rise,19701,Gold,0,Operation,443.93,2604.8,64.7,508.47,774.36,62.81,26.2,50.5,20.0,52.1,3048.73,28.9,Medium
P0634,Mid-rise,10186,Platinum,0,End-of-life,1133.12,953.2,68.5,635.47,178.17,256.54,10.8,43.3,15.3,37.9,2086.32,42.5,High
P0635,Mid-rise,14609,Silver,4,Material Production,402.7,2665.99,42.2,976.55,1468.81,74.82,35.9,6.4,35.9,67.3,3068.69,33.3,Medium
P0636,Low-rise,1161,Basic,1,Construction,1881.18,351.42,32.5,394.79,1206.83,281.04,4.2,7.9,9.8,80.5,2232.6,12.6,Low
P0637,Low-rise,12575,Silver,0,End-of-life,530.44,2277.63,72.4,930.83,786.16,90.16,28.7,7.6,11.4,92.5,2808.07,19.8,Medium
P0638,Low-rise,15288,Gold,0,Material Production,654.98,2819.41,30.5,342.42,221.22,225.49,28.5,50.7,4.9,54.1,3474.39,31.2,Medium
P0639,Mid-rise,10560,None,0,End-of-life,931.95,2074.43,76.9,990.17,929.42,99.7,45.7,9.9,30.4,79.0,3006.38,3.1,Low
P0640,High-rise,16336,Silver,1,Construction,889.7,1485.38,61.4,703.24,1162.27,108.98,26.3,32.7,23.8,88.8,2375.08,25.9,Medium
P0641,Low-rise,11026,Silver,4,Construction,1630.39,421.18,46.1,517.16,367.0,106.8,6.9,25.0,24.4,71.2,2051.57,30.5,Medium
P0642,Low-rise,3874,Silver,1,End-of-life,1021.37,2784.31,42.3,652.05,895.49,229.41,28.6,38.5,8.7,38.2,3805.68,22.1,Medium
P0643,Mid-rise,707,Basic,2,Material Production,507.38,1569.8,30.5,345.28,1239.9,175.91,4.6,49.5,26.0,65.6,2077.18,18.1,Medium
P0644,Low-rise,3165,Gold,3,Operation,680.98,378.29,41.8,346.76,1175.55,267.23,10.2,47.9,30.6,92.7,1059.27,40.8,High
P0645,High-rise,19377,None,2,Operation,1116.4,2162.52,36.9,202.2,1224.19,106.06,1.6,36.1,14.3,94.1,3278.92,10.3,Low
P0646,High-rise,1132,None,4,End-of-life,465.42,1600.96,60.6,202.65,1331.05,213.76,25.7,32.5,32.1,68.2,2066.38,19.3,Medium
P0647,Low-rise,3583,Platinum,4,Construction,1300.98,635.73,38.3,412.9,1412.75,230.83,4.2,27.8,14.0,86.5,1936.71,54.7,High
P0648,Low-rise,14211,Gold,0,Material Production,1218.35,878.53,56.4,786.57,667.73,62.41,23.5,60.3,30.3,35.0,2096.88,29.3,Medium
P0649,Mid-rise,10623,None,3,Material Production,1486.46,474.12,59.5,647.17,896.28,132.17,46.6,23.2,1.3,38.5,1960.58,10.0,Low
P0650,High-rise,7623,Basic,2,Construction,1887.87,1850.59,44.9,192.33,1206.92,155.19,36.0,18.2,22.0,91.5,3738.46,16.5,Medium
P0651,High-rise,11254,Basic,4,Operation,1842.06,1979.48,31.8,867.01,1076.0,119.59,3.9,52.0,38.8,30.1,3821.54,19.1,Medium
P0652,Low-rise,2179,Basic,2,Material Production,1902.94,1665.5,31.9,641.23,1493.73,110.19,11.2,25.2,39.2,34.3,3568.44,19.5,Medium
P0653,Mid-rise,16401,Basic,4,End-of-life,640.49,2506.18,31.3,964.77,119.15,212.2,33.7,59.3,11.3,51.5,3146.67,24.6,Medium
P0654,High-rise,736,None,3,Operation,436.82,2624.72,67.0,703.17,597.19,80.44,44.7,23.0,17.7,64.2,3061.54,11.2,Low
P0655,High-rise,7946,Silver,1,End-of-life,744.1,1962.19,45.9,257.66,493.44,218.63,1.6,49.1,2.5,65.3,2706.29,22.8,Medium
P0656,Mid-rise,4943,Gold,2,Operation,1811.15,334.44,69.8,526.41,467.24,281.81,40.6,3.2,34.9,41.9,2145.59,37.9,High
P0657,Mid-rise,15963,Silver,4,Construction,1949.7,2177.12,51.6,683.65,411.54,178.26,28.1,27.0,22.7,89.0,4126.82,29.5,Medium
P0658,High-rise,9055,Gold,4,End-of-life,1746.78,1428.6,52.6,125.44,1092.77,191.2,27.3,24.0,15.4,88.6,3175.38,40.6,High
P0659,High-rise,19252,None,0,End-of-life,398.03,1827.01,55.6,113.42,218.66,39.3,47.9,57.2,4.5,49.4,2225.04,7.8,Low
P0660,Mid-rise,17169,Platinum,3,Construction,1905.37,2052.52,65.7,216.46,1138.25,262.05,37.4,67.7,37.9,52.6,3957.89,48.7,High
P0661,High-rise,648,Gold,1,End-of-life,962.04,1245.64,43.7,326.5,1070.8,99.93,42.5,32.3,21.2,72.7,2207.68,33.5,Medium
P0662,Low-rise,13895,Gold,0,Operation,216.76,2776.17,36.1,486.59,451.13,192.21,17.7,57.7,11.3,69.7,2992.93,30.5,Medium
P0663,Low-rise,5395,Gold,2,Material Production,996.31,661.73,57.8,538.7,453.97,294.15,27.7,49.0,14.0,48.7,1658.04,36.5,High
P0664,Mid-rise,17896,Platinum,1,Material Production,282.92,2113.08,46.3,224.22,980.4,186.74,30.8,67.7,10.8,51.1,2396.0,47.7,High
P0665,Mid-rise,11523,Silver,4,Construction,1178.98,311.77,52.1,706.05,1167.04,222.92,16.1,56.8,24.1,46.1,1490.75,31.5,Medium
P0666,Mid-rise,11199,Basic,1,Operation,809.4,2796.56,62.3,636.52,1327.08,144.69,28.5,5.4,37.2,37.7,3605.96,12.3,Low
P0667,Low-rise,10215,Silver,4,End-of-life,1052.18,603.76,54.7,365.02,1293.0,36.9,11.8,49.9,34.3,54.4,1655.94,32.5,Medium
P0668,High-rise,19669,Gold,0,End-of-life,1303.71,556.19,61.0,112.29,1450.84,243.33,7.2,37.5,18.4,71.5,1859.9,30.6,Medium
P0669,Low-rise,16663,Gold,1,Material Production,1763.84,1199.12,57.2,169.88,913.94,29.8,18.7,1.2,33.1,75.6,2962.96,34.6,Medium
P0670,High-rise,6282,Silver,1,End-of-life,1391.42,1308.63,67.0,452.53,1372.12,216.18,37.0,17.6,16.9,78.4,2700.05,22.9,Medium
P0671,Low-rise,19292,None,1,Material Production,981.29,878.61,65.3,238.58,1231.92,26.42,45.8,64.5,10.1,48.1,1859.9,12.6,Low
P0672,High-rise,17224,Basic,0,Construction,1674.97,1879.83,56.7,439.14,1352.53,261.45,22.9,64.8,39.3,77.3,3554.8,7.8,Low
P0673,Low-rise,3317,Platinum,0,End-of-life,1830.05,1495.87,63.9,665.36,116.28,64.14,32.1,55.9,12.2,20.5,3325.92,40.3,High
P0674,Mid-rise,15596,Silver,2,Operation,415.57,392.27,73.7,592.51,1452.26,164.0,5.2,68.7,12.9,55.8,807.84,25.0,Medium
P0675,Low-rise,19380,Silver,1,End-of-life,1157.48,1163.06,51.6,308.06,762.94,187.2,45.2,56.5,39.6,79.5,2320.54,25.9,Medium
P0676,High-rise,5799,Basic,2,Material Production,712.12,2488.17,50.6,409.44,1217.46,148.11,28.4,0.7,5.4,67.3,3200.29,16.3,Medium
P0677,Low-rise,10417,Basic,1,Construction,284.71,2162.19,68.2,652.63,278.09,115.41,39.0,20.1,30.4,55.6,2446.9,13.8,Low
P0678,Low-rise,18573,Platinum,4,Material Production,1403.38,2257.15,59.1,874.77,654.32,150.99,39.7,2.1,37.4,68.3,3660.53,49.6,High
P0679,Low-rise,3767,Gold,4,End-of-life,1752.99,2184.92,33.6,777.89,480.04,107.2,12.8,6.6,20.5,88.0,3937.91,43.4,High
P0680,Mid-rise,4906,Gold,2,Material Production,493.22,1139.63,74.6,598.06,508.32,142.67,26.5,15.3,0.1,62.5,1632.85,36.8,High
P0681,Low-rise,18326,Silver,1,Material Production,1662.34,569.09,31.5,426.06,272.56,120.5,48.0,35.2,15.0,80.0,2231.43,26.0,Medium
P0682,Mid-rise,10882,Silver,0,Construction,1736.11,1035.66,67.4,428.55,1228.07,178.54,4.5,59.3,4.5,93.6,2771.77,19.1,Medium
P0683,Mid-rise,4937,Basic,4,Operation,1845.81,2545.82,67.9,891.48,112.94,86.62,34.2,60.3,16.6,72.9,4391.63,20.2,Medium
P0684,Low-rise,5935,Gold,0,End-of-life,677.51,2947.27,77.7,135.32,537.51,296.82,48.1,43.1,31.6,63.0,3624.78,28.0,Medium
P0685,Low-rise,4607,Silver,1,Construction,1827.12,1633.39,32.7,989.18,344.17,160.24,15.0,65.0,17.5,22.8,3460.51,22.4,Medium
P0686,Low-rise,1060,Silver,1,Operation,777.19,326.19,59.8,697.94,924.65,74.37,43.1,35.0,17.3,48.1,1103.38,26.6,Medium
P0687,High-rise,12829,Silver,1,Material Production,1194.21,678.12,51.4,713.02,455.95,153.58,46.7,62.2,22.3,62.4,1872.33,25.0,Medium
P0688,Low-rise,2326,Platinum,0,Operation,290.91,1169.62,46.5,134.2,462.6,262.6,37.4,31.8,23.3,79.8,1460.53,38.6,High
P0689,Mid-rise,11921,None,3,Material Production,278.99,1862.18,34.5,644.98,783.67,26.11,11.6,19.4,34.3,52.9,2141.17,15.3,Medium
P0690,Low-rise,12765,Gold,0,Material Production,1496.67,502.75,58.1,536.3,1013.76,210.28,16.7,64.1,12.3,92.0,1999.42,28.9,Medium
P0691,High-rise,8129,Basic,3,Construction,1000.06,2847.06,54.0,195.2,269.83,173.43,1.8,27.2,32.9,40.4,3847.12,17.5,Medium
P0692,Low-rise,8825,Silver,0,Material Production,661.33,1285.73,35.2,350.13,345.72,67.48,41.6,35.2,22.6,75.8,1947.06,21.2,Medium
P0693,High-rise,8193,None,0,Construction,542.74,2763.98,60.6,901.28,446.04,248.89,42.5,23.0,12.0,51.4,3306.72,7.4,Low
P0694,High-rise,8764,Basic,4,Operation,1405.92,2407.41,66.9,594.99,1463.25,123.29,31.6,46.4,11.8,56.4,3813.33,19.1,Medium
P0695,Low-rise,13186,Silver,0,Operation,200.72,2339.68,68.4,472.07,656.01,102.26,17.6,69.7,14.4,80.2,2540.4,23.0,Medium
P0696,Mid-rise,14216,None,4,Material Production,1650.6,1938.14,75.3,165.41,938.59,251.88,3.8,1.8,24.9,42.2,3588.74,19.4,Medium
P0697,High-rise,7221,Silver,2,Construction,342.65,1992.32,50.5,742.71,438.16,198.79,37.7,63.0,9.2,27.3,2334.97,27.5,Medium
P0698,Low-rise,19862,Platinum,0,Material Production,544.68,2022.61,77.7,732.57,786.64,271.51,36.3,0.3,36.8,59.0,2567.29,41.7,High
P0699,Low-rise,7873,None,4,Construction,895.23,1997.55,73.3,652.64,203.77,196.37,45.6,25.5,23.0,59.7,2892.78,16.7,Medium
P0700,Mid-rise,6407,Gold,1,Construction,1072.75,1795.07,44.8,559.24,148.64,227.43,36.5,11.8,36.8,79.8,2867.82,35.4,High
P0701,High-rise,16627,Silver,4,Construction,838.99,2963.32,38.0,490.41,756.23,254.2,41.4,53.0,1.9,92.6,3802.31,29.3,Medium
P0702,High-rise,6156,Gold,0,Operation,777.28,2277.18,51.8,633.94,658.12,35.33,37.3,3.5,13.7,24.1,3054.46,29.8,Medium
P0703,Low-rise,9484,Basic,4,Construction,1935.05,2397.76,50.1,310.06,291.63,237.29,31.5,38.7,0.9,64.4,4332.81,22.6,Medium
P0704,Low-rise,8786,None,0,Operation,1354.84,2655.65,58.8,947.13,1062.64,191.84,21.3,20.6,10.9,71.1,4010.49,6.4,Low
P0705,Mid-rise,6401,None,2,Construction,242.18,882.23,59.2,629.92,1490.06,39.46,45.1,9.4,34.5,93.9,1124.41,13.4,Low
P0706,Mid-rise,5417,None,3,Operation,974.32,526.27,67.5,380.07,653.91,162.4,32.5,54.0,1.5,90.7,1500.59,10.3,Low
P0707,High-rise,8929,None,4,End-of-life,1775.02,1603.81,55.5,504.71,974.38,43.09,19.9,15.2,17.4,73.4,3378.83,18.2,Medium
P0708,High-rise,15216,Gold,4,Operation,742.62,1688.02,35.2,825.12,1448.17,226.07,4.2,15.7,4.7,59.1,2430.64,39.7,High
P0709,Low-rise,16295,Platinum,4,Operation,370.2,2538.79,72.9,245.45,1264.15,173.02,14.5,19.3,16.7,32.1,2908.99,51.1,High
P0710,High-rise,11638,Gold,4,Material Production,1565.09,1498.22,45.5,363.55,748.97,287.0,27.2,41.1,33.6,48.8,3063.31,40.2,High
P0711,Mid-rise,3030,Gold,0,Construction,1290.82,1841.3,78.6,711.56,1132.49,71.28,13.8,46.2,24.9,63.9,3132.12,32.0,Medium
P0712,Mid-rise,18844,None,1,End-of-life,1226.56,1723.09,35.9,383.94,279.39,189.69,11.1,1.2,29.5,74.4,2949.65,8.9,Low
P0713,Low-rise,17932,Basic,1,Material Production,296.44,403.15,77.9,813.25,816.95,79.24,26.4,16.9,14.0,67.7,699.59,16.3,Medium
P0714,Mid-rise,6272,Basic,1,Construction,452.9,1961.08,34.6,217.41,490.68,191.94,8.5,30.2,37.8,73.6,2413.98,15.7,Medium
P0715,Mid-rise,15976,Basic,1,End-of-life,1320.59,2535.72,41.6,786.42,325.63,222.34,40.0,23.2,28.4,52.2,3856.31,16.6,Medium
P0716,Mid-rise,19413,Silver,2,End-of-life,574.08,725.25,32.3,161.52,696.79,222.25,24.2,61.9,16.9,74.6,1299.33,30.0,Medium
P0717,Mid-rise,16251,Silver,0,End-of-life,1107.33,1904.7,65.3,111.33,283.42,248.22,28.7,55.1,17.1,30.8,3012.03,20.9,Medium
P0718,Low-rise,3464,Basic,3,Construction,1180.79,1902.75,72.5,908.4,1078.58,258.99,7.4,43.8,36.7,32.2,3083.54,18.9,Medium
P0719,Low-rise,7637,Basic,0,End-of-life,710.31,743.3,51.7,623.21,738.74,41.64,16.2,23.7,23.1,32.2,1453.61,10.4,Low
P0720,High-rise,17847,Gold,1,End-of-life,1907.17,633.35,76.4,416.64,843.6,116.11,20.5,49.0,28.3,86.8,2540.52,35.8,High
P0721,Mid-rise,17420,Gold,2,Material Production,1716.44,2946.14,59.5,309.34,304.93,212.39,40.4,59.1,16.7,25.7,4662.58,37.5,High
P0722,High-rise,14391,Basic,3,Operation,1500.27,1363.04,61.5,655.2,295.68,159.6,38.5,41.6,8.9,80.1,2863.31,17.9,Medium
P0723,Low-rise,7840,Platinum,3,Construction,340.39,914.04,72.3,558.1,916.78,73.39,11.1,54.9,28.9,37.5,1254.43,50.5,High
P0724,Low-rise,8467,Platinum,3,Operation,391.03,762.58,44.8,992.44,1479.01,174.76,30.8,52.4,24.3,55.1,1153.61,50.9,High
P0725,Low-rise,12915,Basic,0,Material Production,1087.01,2102.52,47.7,984.89,234.75,134.08,12.2,40.0,20.1,88.7,3189.53,10.7,Low
P0726,Low-rise,12371,Basic,2,Operation,489.28,1945.5,75.3,671.52,500.02,129.21,49.4,21.9,25.0,63.9,2434.78,14.3,Low
P0727,Low-rise,12416,Silver,0,End-of-life,1960.88,2037.59,75.0,498.58,1317.24,246.73,47.6,52.2,8.3,35.8,3998.47,17.6,Medium
P0728,Low-rise,9234,Platinum,1,End-of-life,485.34,537.62,78.8,542.03,201.18,134.13,28.2,14.5,31.8,41.3,1022.96,43.3,High
P0729,Low-rise,1345,Platinum,2,Construction,1077.44,2712.54,75.1,714.23,1326.24,27.41,34.9,54.6,37.9,89.0,3789.98,46.7,High
P0730,Mid-rise,19920,None,0,Construction,855.42,1351.02,36.4,191.42,834.0,36.26,40.1,56.3,35.6,52.0,2206.44,4.1,Low
P0731,High-rise,2994,Basic,1,Construction,1350.9,1146.1,71.2,395.52,671.57,259.75,36.0,57.6,12.9,64.0,2497.0,12.1,Low
P0732,Low-rise,13177,Silver,4,Material Production,432.27,1548.38,50.5,167.75,533.55,288.97,35.0,33.1,16.2,54.5,1980.65,29.4,Medium
P0733,Mid-rise,19603,Silver,4,Construction,974.57,1353.18,79.5,166.02,515.96,212.75,47.9,13.5,32.3,48.4,2327.75,29.1,Medium
P0734,Mid-rise,18768,None,1,Material Production,694.47,2631.66,53.6,276.26,528.12,122.02,29.8,7.0,23.8,36.7,3326.13,7.7,Low
P0735,High-rise,12830,Platinum,0,End-of-life,1797.95,2809.0,57.7,536.73,1338.72,282.81,31.8,52.0,21.9,71.5,4606.95,43.0,High
P0736,Low-rise,5679,Gold,0,Operation,273.05,1119.32,56.5,806.3,1113.31,205.58,42.5,62.0,37.1,73.9,1392.37,29.0,Medium
P0737,High-rise,7110,Gold,1,End-of-life,1844.71,2632.63,46.1,536.95,1037.61,256.41,33.5,45.6,21.4,40.6,4477.34,36.1,High
P0738,Low-rise,6930,Platinum,4,End-of-life,1699.39,2410.11,33.8,401.93,1218.25,234.44,36.6,10.1,20.6,79.2,4109.5,52.0,High
P0739,Mid-rise,7654,Gold,0,End-of-life,735.63,2813.18,74.8,174.12,459.96,126.16,11.7,65.4,1.7,84.1,3548.81,32.0,Medium
P0740,Mid-rise,14328,Silver,3,Construction,1620.72,963.53,70.1,595.27,965.26,154.04,18.6,69.2,2.8,89.1,2584.25,27.0,Medium
P0741,Mid-rise,10645,Silver,0,Construction,256.18,1857.79,37.0,344.14,744.09,72.12,7.4,30.3,0.3,32.1,2113.97,19.1,Medium
P0742,Mid-rise,6988,None,4,Construction,1940.36,1041.27,68.8,653.44,1195.42,101.76,25.3,41.6,36.5,42.8,2981.63,17.6,Medium
P0743,High-rise,4350,Gold,1,Operation,1147.87,2525.06,61.3,979.47,532.96,237.88,22.8,54.4,16.3,84.5,3672.93,32.7,Medium
P0744,Low-rise,17573,None,3,Construction,745.91,314.38,50.5,200.18,1000.45,270.31,49.9,51.5,18.7,34.9,1060.29,12.5,Low
P0745,Low-rise,14064,Gold,1,Material Production,852.65,1825.01,42.7,290.91,1335.1,222.85,30.6,67.7,33.8,20.3,2677.66,36.3,High
P0746,High-rise,5578,Basic,3,End-of-life,319.53,1215.85,73.0,525.79,663.01,150.25,39.3,8.0,24.4,85.3,1535.38,15.3,Medium
P0747,Low-rise,12668,None,0,Operation,1980.83,1171.25,65.0,971.75,193.27,44.22,16.7,40.7,24.4,44.5,3152.08,5.6,Low
P0748,Mid-rise,5948,None,0,Operation,270.73,2041.25,57.4,794.63,822.47,35.95,41.6,48.4,11.9,51.1,2311.98,2.9,Low
P0749,Low-rise,18063,None,4,Operation,1378.83,2599.01,60.5,908.41,584.36,124.81,30.8,62.3,33.4,53.5,3977.84,18.5,Medium
P0750,Mid-rise,9574,Gold,4,Operation,996.92,1944.83,34.6,400.34,1041.12,149.87,34.8,61.2,6.6,83.6,2941.75,43.1,High
P0751,High-rise,6906,Gold,4,Operation,1908.05,2603.57,53.7,992.83,1431.45,190.55,14.7,68.5,2.1,45.3,4511.62,40.5,High
P0752,Low-rise,9300,Silver,3,Material Production,642.8,1014.41,39.7,192.55,779.85,21.82,27.4,35.8,7.7,86.9,1657.21,29.1,Medium
P0753,High-rise,14583,None,4,End-of-life,1157.76,1702.66,40.4,147.68,752.67,297.12,31.7,58.2,10.7,66.3,2860.42,17.0,Medium
P0754,Low-rise,2138,None,0,Operation,1068.24,1516.45,63.1,870.04,1016.42,121.9,29.5,29.9,11.3,59.5,2584.69,5.4,Low
P0755,Mid-rise,10840,None,1,End-of-life,1465.16,331.44,75.6,934.54,244.9,257.47,45.8,29.6,26.8,44.4,1796.6,8.3,Low
P0756,High-rise,1882,None,1,Construction,322.42,1803.39,50.2,181.53,454.91,169.79,44.9,17.7,8.7,38.3,2125.81,12.8,Low
P0757,Low-rise,1903,Platinum,3,Operation,548.82,2086.12,40.4,202.08,1386.57,56.52,48.5,57.3,27.1,66.8,2634.94,50.8,High
P0758,Mid-rise,9511,Basic,1,Operation,586.22,1898.17,62.4,129.86,1037.92,243.32,33.4,69.0,3.6,53.5,2484.39,12.6,Low
P0759,High-rise,3792,Basic,0,End-of-life,1528.67,2287.96,73.6,194.06,118.82,218.75,48.6,17.9,5.9,88.3,3816.63,8.8,Low
P0760,High-rise,9511,None,2,Operation,540.45,1842.62,67.4,288.48,386.48,167.68,41.6,3.9,20.4,56.9,2383.07,9.5,Low
P0761,Low-rise,919,Basic,4,Operation,1232.29,480.23,73.4,973.07,1055.97,164.07,13.5,57.1,36.9,58.4,1712.52,24.6,Medium
P0762,Low-rise,12911,Silver,1,Operation,587.44,614.4,56.8,701.07,1170.16,44.49,21.4,43.4,34.4,51.3,1201.84,26.4,Medium
P0763,Low-rise,5017,Silver,0,Material Production,1750.92,1910.48,67.6,800.7,1275.8,203.64,11.9,67.2,38.8,79.2,3661.4,19.5,Medium
P0764,Mid-rise,15922,Basic,0,Material Production,1895.93,1042.44,37.0,798.53,509.05,275.15,0.2,17.7,26.0,51.9,2938.37,11.4,Low
P0765,Low-rise,10200,None,1,Operation,1133.29,515.04,47.4,581.57,1403.44,46.11,9.4,5.0,27.0,40.2,1648.33,8.8,Low
P0766,High-rise,6193,Basic,1,Material Production,834.16,1459.93,49.5,817.74,874.13,93.78,0.2,34.5,25.0,84.7,2294.09,13.4,Low
P0767,High-rise,1267,Basic,3,Construction,621.3,1796.67,55.6,636.23,1075.15,272.65,36.0,6.0,24.9,64.8,2417.97,18.5,Medium
P0768,Low-rise,18928,Basic,3,Operation,289.61,1187.61,76.5,383.09,935.43,99.62,21.3,18.3,5.9,64.4,1477.22,20.3,Medium
P0769,Low-rise,15318,Platinum,3,Construction,683.3,2245.17,73.7,605.0,271.84,203.1,15.6,8.8,21.7,65.8,2928.47,49.1,High
P0770,High-rise,2049,Silver,1,End-of-life,1377.62,2038.18,36.7,580.16,1448.36,169.75,38.1,15.7,15.4,73.9,3415.8,25.0,Medium
P0771,Mid-rise,10456,Silver,4,Construction,1160.51,1198.61,38.6,841.11,272.03,186.97,41.6,7.4,17.7,43.5,2359.12,32.1,Medium
P0772,Low-rise,6640,Silver,1,End-of-life,1899.27,2338.16,47.9,983.55,456.83,136.42,48.8,66.8,20.9,22.5,4237.43,23.3,Medium
